"CustomerID","LifeTime_Value"
CUST010946,7155.95
CUST034594,7155.9400000000005
CUST023507,7148.61
CUST000062,7146.65
CUST010219,7138.88
CUST048832,7134.37
CUST032425,7133.83
CUST011554,7129.7
CUST025086,7128.7
CUST003346,7125.85
CUST009709,7125.79
CUST011776,7124.839999999999
CUST043665,7123.43
CUST009757,7119.94
CUST021250,7117.25
CUST048012,7116.74
CUST036151,7115.26
CUST003309,7110.24
CUST017238,7109.8099999999995
CUST014911,7108.46
CUST008717,7106.61
CUST007257,7105.32
CUST038462,7103.67
CUST038233,7103.44
CUST027882,7101.85
CUST008309,7100.57
CUST031085,7089.5599999999995
CUST001290,7087.1900000000005
CUST029665,7086.49
CUST049599,7085.860000000001
CUST025786,7085.76
CUST016197,7082.4
CUST006320,7081.96
CUST028505,7080.03
CUST008152,7079.93
CUST038662,7079.18
CUST006584,7076.84
CUST011345,7075.95
CUST047195,7073.63
CUST037516,7072.32
CUST020961,7071.59
CUST003874,7068.95
CUST039157,7068.04
CUST018555,7067.43
CUST019613,7067.389999999999
CUST012662,7065.41
CUST044673,7063.45
CUST042021,7059.2699999999995
CUST026696,7057.0599999999995
CUST021014,7056.11
CUST022151,7055.9800000000005
CUST042052,7055.38
CUST043431,7055.25
CUST010715,7050.66
CUST020346,7048.969999999999
CUST033144,7044.31
CUST026825,7043.16
CUST013511,7042.7699999999995
CUST026513,7039.06
CUST046151,7038.19
CUST036817,7035.33
CUST045131,7034.4
CUST046454,7031.51
CUST009125,7018.79
CUST010484,7011.97
CUST012276,7011.92
CUST016995,7010.67
CUST020392,7004.7
CUST032048,7002.030000000001
CUST015988,7000.03
CUST023602,6999.070000000001
CUST006623,6997.78
CUST000608,6997.16
CUST013255,6995.88
CUST031253,6995.6900000000005
CUST024821,6994.75
CUST021506,6994.360000000001
CUST001248,6994.31
CUST001297,6984.54
CUST037066,6976.83
CUST042937,6974.73
CUST029686,6973.72
CUST047020,6972.74
CUST043488,6968.44
CUST009806,6965.92
CUST009667,6964.93
CUST013364,6960.29
CUST035562,6960.28
CUST049314,6960.0
CUST029343,6956.07
CUST043983,6952.74
CUST032899,6950.59
CUST039725,6950.09
CUST049781,6945.52
CUST011713,6944.490000000001
CUST040053,6943.53
CUST013968,6942.129999999999
CUST039693,6937.360000000001
CUST014408,6936.93
CUST048680,6934.49
CUST006242,6933.16
CUST029408,6931.17
CUST014476,6930.139999999999
CUST009264,6927.95
CUST040825,6923.41
CUST028267,6921.51
CUST028604,6916.06
CUST027193,6909.59
CUST016165,6903.16
CUST046439,6902.63
CUST014350,6902.009999999999
CUST026098,6902.0
CUST049958,6900.53
CUST008415,6899.53
CUST030165,6899.52
CUST029105,6892.74
CUST025558,6890.82
CUST002282,6890.62
CUST018973,6889.92
CUST017297,6886.7
CUST013422,6885.84
CUST034280,6885.57
CUST017018,6884.38
CUST005604,6873.83
CUST039381,6871.42
CUST047297,6869.58
CUST005231,6869.4400000000005
CUST041739,6868.59
CUST017894,6865.01
CUST022412,6857.83
CUST037887,6857.72
CUST037882,6855.27
CUST021687,6852.969999999999
CUST007836,6849.93
CUST003688,6846.21
CUST037334,6845.51
CUST031705,6838.96
CUST045078,6837.28
CUST011758,6836.44
CUST006034,6836.35
CUST047860,6833.39
CUST040957,6832.14
CUST009446,6829.0
CUST013112,6824.58
CUST025474,6820.06
CUST022263,6818.9
CUST032864,6817.95
CUST025258,6815.38
CUST000169,6813.650000000001
CUST025515,6810.09
CUST048518,6808.54
CUST023248,6806.66
CUST041995,6805.2
CUST018745,6803.45
CUST018749,6802.8
CUST031975,6800.07
CUST037788,6789.66
CUST049389,6788.8
CUST049537,6784.69
CUST017536,6784.14
CUST013671,6783.82
CUST010521,6783.09
CUST026877,6782.0
CUST013559,6777.23
CUST001191,6776.45
CUST001665,6776.07
CUST008809,6775.89
CUST013986,6775.51
CUST037212,6775.1900000000005
CUST002466,6773.99
CUST042554,6773.02
CUST018885,6763.47
CUST006680,6759.75
CUST043422,6758.44
CUST033053,6757.2
CUST014802,6752.91
CUST006536,6751.14
CUST045802,6751.09
CUST035416,6749.42
CUST016925,6748.099999999999
CUST030088,6748.05
CUST008882,6745.64
CUST033596,6745.29
CUST042134,6743.99
CUST023168,6743.349999999999
CUST009017,6743.0
CUST002334,6741.98
CUST041233,6740.33
CUST014920,6740.21
CUST025875,6739.87
CUST010531,6733.11
CUST036142,6728.47
CUST012098,6727.7
CUST007808,6727.03
CUST006615,6726.57
CUST041143,6722.41
CUST032744,6716.45
CUST014829,6714.38
CUST029219,6713.44
CUST049069,6711.53
CUST039322,6711.4800000000005
CUST012009,6709.49
CUST011432,6708.97
CUST036161,6707.94
CUST009634,6705.58
CUST033816,6704.389999999999
CUST028793,6702.99
CUST014453,6702.1
CUST033922,6699.71
CUST005654,6698.4400000000005
CUST037541,6694.51
CUST042133,6694.4
CUST047062,6691.23
CUST018677,6690.08
CUST017027,6687.41
CUST025744,6685.43
CUST032915,6685.18
CUST001734,6680.54
CUST006018,6680.06
CUST001659,6674.59
CUST045661,6672.22
CUST023080,6672.03
CUST037710,6670.7
CUST027621,6668.6
CUST030848,6664.15
CUST033258,6661.91
CUST045152,6659.89
CUST028186,6657.65
CUST039854,6656.31
CUST012359,6656.25
CUST045164,6655.01
CUST000655,6654.84
CUST049036,6654.3
CUST032649,6652.81
CUST023517,6642.53
CUST005130,6639.99
CUST017042,6639.98
CUST040306,6636.63
CUST039968,6635.0599999999995
CUST010290,6631.75
CUST004647,6630.5
CUST002429,6630.22
CUST008934,6627.84
CUST048557,6622.21
CUST035973,6620.849999999999
CUST005289,6620.24
CUST012023,6619.89
CUST041619,6619.43
CUST007788,6618.45
CUST012771,6618.13
CUST038096,6617.78
CUST025369,6616.8099999999995
CUST028301,6616.34
CUST021427,6616.34
CUST035502,6613.89
CUST036190,6613.889999999999
CUST007433,6612.8
CUST004252,6612.33
CUST038481,6611.85
CUST009409,6611.71
CUST032759,6610.46
CUST005730,6607.0199999999995
CUST027671,6606.26
CUST046476,6605.55
CUST012235,6603.52
CUST004838,6600.13
CUST049250,6599.53
CUST013227,6598.61
CUST014627,6598.04
CUST007978,6598.03
CUST025336,6597.900000000001
CUST011680,6596.72
CUST009648,6593.6900000000005
CUST026336,6593.58
CUST009410,6591.1900000000005
CUST015727,6588.81
CUST005830,6586.860000000001
CUST043195,6584.78
CUST043289,6584.15
CUST043733,6581.15
CUST043618,6579.76
CUST015335,6578.43
CUST032868,6576.74
CUST018764,6573.4800000000005
CUST030946,6572.42
CUST003665,6569.95
CUST048918,6568.12
CUST038647,6566.41
CUST042868,6564.32
CUST047857,6563.0
CUST002172,6562.4
CUST025191,6562.28
CUST031392,6559.28
CUST030246,6559.01
CUST048995,6552.26
CUST005293,6548.99
CUST041082,6548.62
CUST043418,6547.08
CUST040525,6546.32
CUST022044,6545.04
CUST045377,6543.7
CUST004983,6543.179999999999
CUST011372,6542.3099999999995
CUST011451,6539.21
CUST016943,6537.6
CUST015604,6537.4
CUST019056,6532.6900000000005
CUST002413,6532.03
CUST033856,6531.51
CUST046674,6531.41
CUST043997,6530.65
CUST044548,6530.160000000001
CUST028251,6529.11
CUST024519,6528.11
CUST006482,6526.93
CUST012320,6525.88
CUST041741,6525.5
CUST039131,6525.0
CUST046675,6523.8
CUST014932,6521.679999999999
CUST035216,6520.8099999999995
CUST018739,6518.79
CUST026199,6517.33
CUST041219,6516.54
CUST040344,6515.6
CUST019974,6513.46
CUST035578,6510.21
CUST010479,6509.070000000001
CUST016015,6506.48
CUST042375,6506.24
CUST028485,6501.5
CUST006226,6494.62
CUST037043,6488.4
CUST039353,6487.9
CUST021374,6487.82
CUST019531,6487.33
CUST029090,6485.9
CUST023863,6485.14
CUST047983,6485.0599999999995
CUST024809,6483.51
CUST047819,6482.24
CUST004804,6478.59
CUST031453,6477.57
CUST006859,6474.0
CUST016551,6471.11
CUST048246,6469.429999999999
CUST036617,6468.7699999999995
CUST035668,6468.67
CUST017587,6464.58
CUST019829,6463.58
CUST037085,6453.29
CUST022958,6451.08
CUST000215,6449.26
CUST030917,6448.0
CUST014925,6447.64
CUST011070,6445.97
CUST041166,6445.3
CUST004682,6445.23
CUST021805,6443.57
CUST047613,6441.89
CUST046398,6441.5
CUST020475,6440.389999999999
CUST030497,6440.01
CUST040038,6439.05
CUST046620,6437.57
CUST045124,6435.610000000001
CUST039927,6435.55
CUST006142,6434.61
CUST018136,6433.39
CUST010932,6431.46
CUST005658,6430.44
CUST034945,6429.2
CUST024786,6427.4400000000005
CUST013415,6427.2
CUST014373,6426.94
CUST024254,6425.7300000000005
CUST020994,6424.950000000001
CUST044277,6423.63
CUST007001,6422.93
CUST030809,6421.85
CUST012591,6421.51
CUST031097,6421.45
CUST025124,6417.65
CUST006051,6413.24
CUST037787,6412.67
CUST049899,6410.860000000001
CUST048786,6410.1900000000005
CUST039962,6409.68
CUST034834,6409.53
CUST049795,6409.42
CUST043380,6409.139999999999
CUST012699,6408.67
CUST044972,6406.88
CUST024026,6403.55
CUST047338,6401.16
CUST003107,6398.5599999999995
CUST049705,6396.18
CUST009659,6395.95
CUST046179,6395.92
CUST038503,6392.95
CUST018436,6389.96
CUST049711,6387.96
CUST044139,6387.66
CUST017615,6386.09
CUST032836,6383.43
CUST007724,6383.34
CUST046634,6382.83
CUST015788,6377.55
CUST036355,6375.29
CUST002379,6374.4800000000005
CUST026390,6374.17
CUST013310,6373.91
CUST043704,6371.4400000000005
CUST035549,6371.43
CUST018406,6371.0599999999995
CUST019160,6368.320000000001
CUST049416,6366.08
CUST025043,6363.48
CUST028990,6357.76
CUST019440,6354.41
CUST042047,6354.3
CUST031433,6353.34
CUST001403,6350.52
CUST022439,6350.47
CUST042625,6348.07
CUST047965,6347.360000000001
CUST008872,6343.08
CUST000588,6342.2
CUST011727,6341.46
CUST023067,6339.94
CUST015630,6339.88
CUST043922,6338.22
CUST032526,6337.84
CUST003543,6335.62
CUST021846,6335.59
CUST003347,6332.0599999999995
CUST007422,6331.74
CUST037871,6326.49
CUST032339,6325.74
CUST000988,6325.16
CUST008381,6324.36
CUST045439,6323.09
CUST029628,6322.69
CUST043829,6322.639999999999
CUST008873,6317.87
CUST047013,6317.03
CUST024356,6316.27
CUST021883,6315.55
CUST032406,6314.65
CUST029279,6314.56
CUST022589,6310.29
CUST037999,6306.92
CUST029535,6297.62
CUST020275,6295.97
CUST035050,6293.05
CUST014154,6292.67
CUST017662,6292.650000000001
CUST011909,6291.73
CUST015034,6289.450000000001
CUST028916,6286.62
CUST035601,6284.6
CUST008736,6279.05
CUST029729,6278.63
CUST030057,6278.37
CUST019104,6277.67
CUST042878,6276.13
CUST001607,6275.82
CUST022561,6275.7
CUST019702,6275.5199999999995
CUST015190,6272.7
CUST040354,6271.28
CUST028536,6267.76
CUST015523,6265.22
CUST049007,6262.84
CUST032949,6261.12
CUST025283,6260.88
CUST044986,6258.17
CUST006821,6257.98
CUST011710,6255.72
CUST027404,6255.389999999999
CUST024179,6254.7
CUST043397,6253.68
CUST016485,6252.93
CUST025291,6252.82
CUST024302,6250.72
CUST030111,6249.32
CUST028599,6249.0
CUST042901,6248.79
CUST024687,6248.4
CUST042170,6245.92
CUST033125,6244.69
CUST013895,6244.69
CUST001330,6240.71
CUST008546,6240.43
CUST020117,6238.1
CUST043754,6236.19
CUST011466,6233.530000000001
CUST040401,6232.070000000001
CUST008755,6231.99
CUST045264,6230.38
CUST000703,6229.2
CUST041967,6228.76
CUST010609,6228.6
CUST020637,6227.3
CUST037097,6227.19
CUST039681,6222.47
CUST016333,6222.43
CUST046596,6222.34
CUST003773,6220.26
CUST025794,6218.7
CUST038110,6214.24
CUST029388,6212.9
CUST046981,6212.15
CUST041868,6210.72
CUST032892,6209.79
CUST009945,6209.03
CUST010721,6208.67
CUST005756,6207.4800000000005
CUST018165,6206.35
CUST026224,6204.6
CUST042760,6203.51
CUST013106,6202.0599999999995
CUST027820,6200.72
CUST048102,6200.05
CUST043145,6199.58
CUST030653,6199.530000000001
CUST042093,6194.72
CUST042135,6193.88
CUST009127,6192.36
CUST031609,6192.1
CUST022159,6191.16
CUST022868,6190.7699999999995
CUST009716,6190.7
CUST011616,6189.25
CUST016822,6187.889999999999
CUST008452,6185.05
CUST000410,6184.72
CUST017876,6183.79
CUST019174,6181.41
CUST001195,6180.7
CUST018374,6178.63
CUST043848,6177.56
CUST013959,6177.469999999999
CUST005987,6177.1900000000005
CUST032324,6173.39
CUST042427,6169.25
CUST039862,6168.95
CUST016223,6168.95
CUST035453,6168.76
CUST031579,6168.599999999999
CUST010790,6166.5
CUST022918,6166.22
CUST039342,6164.04
CUST006628,6163.54
CUST009862,6163.38
CUST008072,6163.28
CUST008245,6162.11
CUST020389,6161.0
CUST039729,6160.97
CUST019268,6159.74
CUST036440,6158.29
CUST046010,6154.889999999999
CUST026827,6154.36
CUST008758,6154.030000000001
CUST032059,6152.32
CUST048738,6146.4800000000005
CUST047936,6145.64
CUST042194,6143.56
CUST037902,6143.48
CUST001836,6141.9800000000005
CUST037833,6141.009999999999
CUST045459,6138.51
CUST047328,6138.29
CUST008401,6138.05
CUST003043,6137.84
CUST044233,6137.08
CUST001752,6135.599999999999
CUST040011,6135.29
CUST033667,6135.19
CUST049904,6134.98
CUST047136,6134.96
CUST037365,6134.2699999999995
CUST025885,6132.89
CUST009717,6132.21
CUST004495,6131.63
CUST020784,6130.27
CUST032829,6126.299999999999
CUST026882,6126.24
CUST041076,6124.740000000001
CUST021600,6124.43
CUST006467,6124.35
CUST017492,6124.24
CUST044439,6124.03
CUST049452,6123.05
CUST026585,6122.65
CUST042265,6122.35
CUST034808,6122.14
CUST046121,6117.75
CUST021490,6117.429999999999
CUST045644,6114.72
CUST026813,6113.56
CUST031913,6112.400000000001
CUST028459,6112.16
CUST018975,6111.43
CUST049351,6111.0
CUST025188,6108.44
CUST019129,6106.71
CUST043796,6104.9
CUST007627,6104.39
CUST012164,6103.67
CUST016385,6102.9800000000005
CUST008485,6101.64
CUST039488,6101.4
CUST023037,6100.29
CUST019808,6100.28
CUST042999,6099.110000000001
CUST001011,6097.32
CUST000697,6096.0599999999995
CUST048609,6095.219999999999
CUST020663,6093.3
CUST021095,6091.99
CUST014266,6090.33
CUST038691,6090.29
CUST026659,6089.84
CUST016797,6089.6
CUST019790,6089.46
CUST013773,6087.73
CUST038434,6086.96
CUST011978,6083.96
CUST009433,6083.12
CUST024125,6083.04
CUST048566,6082.53
CUST045001,6082.45
CUST027240,6082.4400000000005
CUST010904,6079.3
CUST014566,6079.13
CUST033552,6078.0
CUST041787,6077.99
CUST042308,6077.07
CUST021377,6076.9400000000005
CUST044872,6075.57
CUST020485,6075.42
CUST007233,6073.7300000000005
CUST036567,6073.39
CUST014588,6073.28
CUST008998,6071.42
CUST033421,6069.7
CUST040500,6068.8
CUST022222,6068.18
CUST012226,6067.33
CUST041878,6066.55
CUST046847,6064.76
CUST002900,6063.08
CUST040322,6061.93
CUST044170,6060.83
CUST016645,6060.83
CUST005250,6060.7699999999995
CUST042087,6060.13
CUST016454,6059.83
CUST031857,6059.62
CUST012919,6059.49
CUST004570,6058.860000000001
CUST021388,6058.6900000000005
CUST040938,6058.530000000001
CUST002883,6057.58
CUST018970,6055.84
CUST020082,6055.7
CUST026414,6055.22
CUST022650,6053.68
CUST040065,6053.64
CUST032901,6053.55
CUST038028,6052.16
CUST002692,6050.72
CUST025526,6050.03
CUST038651,6048.889999999999
CUST033539,6048.75
CUST046781,6047.16
CUST012317,6044.21
CUST045788,6043.14
CUST041089,6042.6900000000005
CUST029783,6042.58
CUST010316,6042.42
CUST029447,6040.32
CUST048358,6040.24
CUST033326,6040.19
CUST026376,6040.07
CUST028974,6039.83
CUST011387,6039.77
CUST033533,6038.05
CUST019990,6038.03
CUST028815,6035.54
CUST019107,6031.01
CUST016222,6030.11
CUST028319,6029.86
CUST009172,6027.219999999999
CUST021527,6026.93
CUST037819,6025.38
CUST048105,6025.35
CUST005916,6020.39
CUST033323,6019.780000000001
CUST011069,6017.26
CUST004309,6015.63
CUST027029,6013.59
CUST002451,6010.96
CUST036230,6010.4
CUST004742,6008.32
CUST036215,6006.79
CUST037966,6003.68
CUST031772,6003.0
CUST029025,6002.75
CUST026833,6002.44
CUST024911,6001.09
CUST045477,5998.86
CUST032534,5997.47
CUST034445,5995.24
CUST043617,5994.639999999999
CUST046424,5994.110000000001
CUST000459,5993.9800000000005
CUST033013,5992.76
CUST044624,5992.06
CUST007595,5990.13
CUST025836,5990.03
CUST015389,5988.9
CUST024861,5988.21
CUST000462,5986.08
CUST028439,5985.66
CUST040462,5985.65
CUST049151,5984.33
CUST017771,5982.56
CUST011854,5979.79
CUST031426,5979.7
CUST045635,5974.74
CUST040211,5974.13
CUST046492,5973.19
CUST044518,5972.61
CUST019480,5971.099999999999
CUST000935,5969.43
CUST043632,5969.15
CUST029485,5968.03
CUST002210,5967.69
CUST034862,5967.150000000001
CUST033440,5966.44
CUST031133,5965.19
CUST039150,5964.66
CUST005585,5962.55
CUST006046,5962.16
CUST008455,5961.96
CUST041859,5960.92
CUST006666,5957.05
CUST004198,5957.05
CUST039486,5955.21
CUST003744,5953.56
CUST002545,5953.49
CUST008522,5952.61
CUST035771,5952.4800000000005
CUST020035,5951.12
CUST018045,5950.31
CUST038033,5949.79
CUST024086,5948.639999999999
CUST011221,5948.33
CUST033663,5947.71
CUST031227,5947.27
CUST005562,5946.45
CUST009843,5946.35
CUST035740,5943.97
CUST038309,5943.33
CUST008010,5942.61
CUST034174,5942.570000000001
CUST004012,5941.75
CUST038741,5941.64
CUST011305,5940.41
CUST008675,5939.099999999999
CUST010351,5937.7
CUST024189,5937.42
CUST019208,5937.27
CUST046283,5937.17
CUST033643,5936.4800000000005
CUST033288,5931.43
CUST023925,5930.599999999999
CUST020095,5929.03
CUST012692,5926.66
CUST032354,5926.3
CUST000789,5924.780000000001
CUST031566,5924.28
CUST004522,5923.3
CUST023157,5923.17
CUST045684,5922.72
CUST040682,5922.25
CUST026638,5919.4
CUST043720,5918.93
CUST010470,5916.2300000000005
CUST033927,5915.9400000000005
CUST035066,5915.72
CUST045768,5914.28
CUST047914,5912.85
CUST009588,5911.62
CUST043585,5910.09
CUST024490,5909.179999999999
CUST004790,5907.95
CUST018746,5906.35
CUST010759,5905.54
CUST025362,5905.39
CUST005036,5905.26
CUST032607,5904.32
CUST037776,5903.28
CUST039717,5902.49
CUST018854,5902.3
CUST006962,5902.24
CUST030368,5901.62
CUST036188,5899.37
CUST021612,5898.6900000000005
CUST016413,5898.4
CUST023324,5898.19
CUST008411,5897.45
CUST016752,5897.41
CUST023314,5897.389999999999
CUST043107,5895.68
CUST045676,5895.57
CUST035880,5893.58
CUST031415,5893.48
CUST009815,5893.28
CUST034053,5889.26
CUST024003,5888.16
CUST036009,5887.76
CUST046112,5886.85
